category,index
diuris pardina,4791,
centaurea phrygia,4792,
ipomopsis longiflora,4793,
xylorhiza orcuttii,4794,
torenia crustacea,4795,
mohavea confertiflora,4796,
trichoptilium incisum,4797,
rosa spinosissima,4798,
keckiella antirrhinoides,4799,
erica abietina,4800,
gilia stellata,4801,
calycoseris wrightii,4802,
scilla forbesii,4803,
stellaria nemorum,4804,
tulipa sylvestris,4805,
chaenactis artemisiifolia,4806,
fragaria viridis,4807,
sidalcea sparsifolia,4808,
lysimachia clethroides,4809,
nymphaea candida,4810,
geranium sibiricum,4811,
euonymus verrucosus,4812,
inula britannica,4813,
eryngium planum,4814,
protea repens,4815,
ixeris chinensis,4816,
iris ruthenica,4817,
ranunculus cassubicus,4818,
amelanchier spicata,4819,
aconitum septentrionale,4820,
pterostylis pedunculata,4821,
diuris orientis,4822,
trollius asiaticus,4823,
commelina africana,4824,
drosera cistiflora,4825,
oftia africana,4826,
wachendorfia paniculata,4827,
pelargonium triste,4828,
serruria fasciflora,4829,
eriocephalus africanus,4830,
oxalis polyphylla,4831,
anemonoides altaica,4832,
carlina biebersteinii,4833,
cypripedium macranthos,4834,
trifolium lupinaster,4835,
ponerorchis cucullata,4836,
erythronium sibiricum,4837,
chicory,4838,
pot plant,4839,
calycanthus floridus,4840,
calycanthus occidentalis,4841,
purple anise,4842,
chinese magnolia,4843,
water lilly,4844,
water nymph,4845,
european white lily,4846,
lotus,4847,
blue lotus,4848,
nuphar lutea,4849,
sacred lotus,4850,
water chinquapin,4851,
peony,4852,
ranunculus bulbosus,4853,
lesser celandine,4854,
ranunculus flammula,4855,
sagebrush buttercup,4856,
mountain lily,4857,
western buttercup,4858,
ranunculus repens,4859,
aconite,4860,
aconitum napellus,4861,
wolfsbane,4862,
pheasant's-eye,4863,
alpine anemone,4864,
canada anemone,4865,
wood anemone,4866,
snowdrop anemone,4867,
anemone virginiana,4868,
rue-anemone,4869,
columbine,4870,
aquilegia canadensis,4871,
blue columbine,4872,
caltha palustris,4873,
pine hyacinth,4874,
clematis crispa,4875,
clematis lasiantha,4876,
golden clematis,4877,
scarlet clematis,4878,
leather flower,4879,
clematis vitalba,4880,
purple clematis,4881,
goldthread,4882,
rocket larkspur,4883,
eranthis hyemalis,4884,
hellebore,4885,
christmas rose,4886,
green hellebore,4887,
hepatica,4888,
false rue anemone,4889,
giant buttercup,4890,
nigella,4891,
black caraway,4892,
pasqueflower,4893,
american pasqueflower,4894,
western pasqueflower,4895,
false bugbane,4896,
globeflower,4897,
trifolium dubium,4898,
trifolium pratense,4899,
buffalo clover,4900,
sensitive plant,4901,
silk tree,4902,
calliandra,4903,
apocynum androsaemifolium,4904,
impala lily,4905,
common allamanda,4906,
natal plum,4907,
white dipladenia,4908,
chilean jasmine,4909,
frangipani,4910,
strophanthus,4911,
crape jasmine,4912,
trachelospermum jasminoides,4913,
periwinkle,4914,
myrtle,4915,
large periwinkle,4916,
anthurium,4917,
calla lily,4918,
pink calla,4919,
golden calla,4920,
dutchman's-pipe,4921,
corn cockle,4922,
pine-barren sandwort,4923,
rock sandwort,4924,
field chickweed,4925,
snow-in-summer,4926,
alpine mouse-ear,4927,
pink,4928,
dianthus barbatus,4929,
carnation,4930,
japanese pink,4931,
maiden pink,4932,
cheddar pink,4933,
button pink,4934,
cottage pink,4935,
fringed pink,4936,
lychnis,4937,
ragged robin,4938,
scarlet lychnis,4939,
mullein pink,4940,
wild pink,4941,
white campion,4942,
silene virginica,4943,
sand spurry,4944,
stellaria media,4945,
cowherb,4946,
carpobrotus edulis,4947,
livingstone daisy,4948,
amaranth,4949,
alternanthera philoxeroides,4950,
cockscomb,4951,
sweet sand verbena,4952,
yellow sand verbena,4953,
abronia maritima,4954,
abronia villosa,4955,
trailing four o'clock,4956,
four o'clock,4957,
california four o'clock,4958,
sweet four o'clock,4959,
night-blooming cactus,4960,
portulaca,4961,
rose moss,4962,
rock purslane,4963,
red maids,4964,
carolina spring beauty,4965,
spring beauty,4966,
virginia spring beauty,4967,
siskiyou lewisia,4968,
bitterroot,4969,
broad-leaved montia,4970,
toad lily,4971,
berteroa incana,4972,
bittercress,4973,
cardamine pratensis,4974,
crinkleroot,4975,
spring cress,4976,
purple cress,4977,
wallflower,4978,
bladderpod,4979,
virginian stock,4980,
chamois cress,4981,
jointed charlock,4982,
stanleya pinnata,4983,
poppy,4984,
prickly poppy,4985,
papaver rhoeas,4986,
argemone mexicana,4987,
celandine,4988,
tree poppy,4989,
california poppy,4990,
glaucium flavum,4991,
golden cup,4992,
blue poppy,4993,
welsh poppy,4994,
creamcups,4995,
matilija poppy,4996,
sanguinaria canadensis,4997,
papaver heterophyllum,4998,
stylophorum diphyllum,4999,
bleeding heart,5000,
squirrel corn,5001,
compass plant,5002,
pink-and-white everlasting,5003,
winged everlasting,5004,
plantain-leaved pussytoes,5005,
mountain everlasting,5006,
mayweed,5007,
yellow chamomile,5008,
corn chamomile,5009,
eriophyllum wallacei,5010,
greater burdock,5011,
african daisy,5012,
blue-eyed african daisy,5013,
marguerite daisy,5014,
silversword,5015,
arnica,5016,
arnica montana,5017,
aster,5018,
bushy aster,5019,
heath aster,5020,
stiff aster,5021,
new england aster,5022,
upland white aster,5023,
aromatic aster,5024,
bog aster,5025,
eastern silvery aster,5026,
late purple aster,5027,
panicled aster,5028,
rough-leaved aster,5029,
rush aster,5030,
balsamroot,5031,
daisy,5032,
bellis perennis,5033,
bidens bipinnata,5034,
tickseed sunflower,5035,
oxeye,5036,
calendula,5037,
thistle,5038,
carduus crispus,5039,
carduus nutans,5040,
carline thistle,5041,
carlina vulgaris,5042,
safflower,5043,
catananche,5044,
centaurea cyanus,5045,
knapweed,5046,
sweet sultan,5047,
centaurea nigra,5048,
centaurea scabiosa,5049,
centaurea solstitialis,5050,
camomile,5051,
corn marigold,5052,
crown daisy,5053,
chrysanthemum,5054,
golden aster,5055,
maryland golden aster,5056,
plume thistle,5057,
cirsium arvense,5058,
field thistle,5059,
woolly thistle,5060,
cirsium eriophorum,5061,
melancholy thistle,5062,
brook thistle,5063,
spear thistle,5064,
blessed thistle,5065,
tickseed,5066,
giant coreopsis,5067,
coreopsis tinctoria,5068,
cosmos,5069,
billy buttons,5070,
hawk's-beard,5071,
cynara cardunculus,5072,
florist's chrysanthemum,5073,
cape marigold,5074,
leopard's-bane,5075,
globe thistle,5076,
elephant's-foot,5077,
tassel flower,5078,
engelmannia,5079,
blue fleabane,5080,
erigeron annuus,5081,
orange daisy,5082,
spreading fleabane,5083,
philadelphia fleabane,5084,
robin's plantain,5085,
showy daisy,5086,
blue daisy,5087,
gaillardia,5088,
gazania,5089,
gazania rigens,5090,
gumweed,5091,
grindelia robusta,5092,
grindelia squarrosa,5093,
camphor daisy,5094,
sneezeweed,5095,
autumn sneezeweed,5096,
orange sneezeweed,5097,
rosilla,5098,
sunflower,5099,
helianthus angustifolius,5100,
showy sunflower,5101,
maximilian's sunflower,5102,
prairie sunflower,5103,
strawflower,5104,
heliopsis,5105,
heterotheca villosa,5106,
hawkweed,5107,
alpine coltsfoot,5108,
alpine gold,5109,
inula,5110,
inula helenium,5111,
krigia,5112,
dwarf dandelion,5113,
hawkbit,5114,
fall dandelion,5115,
edelweiss,5116,
oxeye daisy,5117,
shasta daisy,5118,
north island edelweiss,5119,
blazing star,5120,
dense blazing star,5121,
leopard plant,5122,
sticky aster,5123,
mojave aster,5124,
madia elegans,5125,
sweet false chamomile,5126,
mutisia,5127,
onopordum acanthium,5128,
butterweed,5129,
golden groundsel,5130,
butterbur,5131,
orange hawkweed,5132,
mouse-ear hawkweed,5133,
rattlesnake root,5134,
fleabane,5135,
coneflower,5136,
mexican hat,5137,
long-head coneflower,5138,
prairie coneflower,5139,
swan river everlasting,5140,
rudbeckia hirta,5141,
golden glow,5142,
sanvitalia procumbens,5143,
golden thistle,5144,
black salsify,5145,
sawwort,5146,
rosinweed,5147,
milk thistle,5148,
stokes' aster,5149,
tagetes patula,5150,
tanacetum parthenium,5151,
tanacetum vulgare,5152,
dandelion,5153,
dandelion green,5154,
russian dandelion,5155,
stemless hymenoxys,5156,
easter daisy,5157,
yellow salsify,5158,
Tragopogon porrifolius,5159,
tragopogon pratensis,5160,
scentless camomile,5161,
tussilago farfara,5162,
ursinia,5163,
cowpen daisy,5164,
ironweed,5165,
white-rayed mule's ears,5166,
xeranthemum,5167,
zinnia acerosa,5168,
little golden zinnia,5169,
mentzelia laevicaulis,5170,
harebell,5171,
campanula rapunculoides,5172,
tall bellflower,5173,
campanula aparinoides,5174,
campanula glomerata,5175,
campanula persicifolia,5176,
campanula rapunculus,5177,
campanula trachelium,5178,
tussock bellflower,5179,
arethusa,5180,
bog rose,5181,
brassavola,5182,
grass pink,5183,
calypso bulbosa,5184,
red helleborine,5185,
spreading pogonia,5186,
cypripedium reginae,5187,
yellow lady's slipper,5188,
california lady's slipper,5189,
marsh orchid,5190,
dactylorhiza fuchsii,5191,
prairie orchid,5192,
pansy orchid,5193,
odontoglossum,5194,
bee orchid,5195,
venus' slipper,5196,
indian crocus,5197,
pogonia,5198,
foxtail orchid,5199,
sobralia,5200,
hooded ladies' tresses,5201,
stelis,5202,
fly orchid,5203,
vanda,5204,
blue orchid,5205,
vanilla orchid,5206,
primula,5207,
primula vulgaris,5208,
primula elatior,5209,
auricula,5210,
pimpernel,5211,
bog pimpernel,5212,
water violet,5213,
gooseneck loosestrife,5214,
lysimachia nemorum,5215,
fringed loosestrife,5216,
moneywort,5217,
whorled loosestrife,5218,
leadwort,5219,
alopecurus pratensis,5220,
tall oat grass,5221,
timothy,5222,
bristlegrass,5223,
giant foxtail,5224,
yellow bristlegrass,5225,
setaria viridis,5226,
cattail,5227,
cat's-tail,5228,
typha angustifolia,5229,
bur reed,5230,
white bryony,5231,
cardinal flower,5232,
water lobelia,5233,
mallow,5234,
malva moschata,5235,
malva neglecta,5236,
abelmosk,5237,
flowering maple,5238,
confederate rose mallow,5239,
althea,5240,
marsh mallow,5241,
poppy mallow,5242,
fringed poppy mallow,5243,
callirhoe involucrata,5244,
clustered poppy mallow,5245,
kenaf,5246,
rose mallow,5247,
cotton rose,5248,
rose of sharon,5249,
mahoe,5250,
flower-of-an-hour,5251,
seashore mallow,5252,
tree mallow,5253,
chaparral mallow,5254,
malope,5255,
false mallow,5256,
waxmallow,5257,
pavonia,5258,
sida rhombifolia,5259,
indian mallow,5260,
checkerbloom,5261,
sphaeralcea coccinea,5262,
african hemp,5263,
protea,5264,
banksia,5265,
cushion flower,5266,
honeyflower,5267,
waratah,5268,
bog rosemary,5269,
marsh andromeda,5270,
epigaea repens,5271,
sand myrtle,5272,
azalea,5273,
diapensia,5274,
native cranberry,5275,
love-in-winter,5276,
moneses uniflora,5277,
sarcodes sanguinea,5278,
rosita,5279,
seaside centaury,5280,
prairie gentian,5281,
persian violet,5282,
gentianella,5283,
gentiana calycosa,5284,
soapwort gentian,5285,
fringed gentian,5286,
gentianopsis detonsa,5287,
marsh pink,5288,
primrose jasmine,5289,
winter jasmine,5290,
arabian jasmine,5291,
kangaroo paw,5292,
purple loosestrife,5293,
epilobium hirsutum,5294,
evening primrose,5295,
oenothera biennis,5296,
missouri primrose,5297,
melastoma malabathricum,5298,
bird of paradise,5299,
hybrid tuberous begonia,5300,
clusia,5301,
pitch apple,5302,
hypericum androsaemum,5303,
creeping st john's wort,5304,
klammath weed,5305,
shrubby st john's wort,5306,
marsh st-john's wort,5307,
white-leaved rockrose,5308,
cistus ladanifer,5309,
helianthemum,5310,
rockrose,5311,
passiflora incarnata,5312,
jamaica honeysuckle,5313,
banana passion fruit,5314,
love-in-a-mist,5315,
viola arvensis,5316,
american dog violet,5317,
viola blanda,5318,
dog violet,5319,
two-eyed violet,5320,
viola odorata,5321,
bird's-foot violet,5322,
long-spurred violet,5323,
viola striata,5324,
viola reichenbachiana,5325,
pansy,5326,
florentine iris,5327,
german iris,5328,
japanese iris,5329,
dalmatian iris,5330,
iris verna,5331,
blue flag,5332,
iris virginica,5333,
spanish iris,5334,
freesia,5335,
blue-eyed grass,5336,
belladonna lily,5337,
hippeastrum,5338,
narcissus pseudonarcissus,5339,
jonquil,5340,
jacobean lily,5341,
star grass,5342,
hypoxis hirsuta,5343,
Lilium speciosum,5344,
lilium canadense,5345,
madonna lily,5346,
lilium columbianum,5347,
lilium lancifolium,5348,
easter lily,5349,
coast lily,5350,
michigan lily,5351,
leopard lily,5352,
wood lily,5353,
agapanthus,5354,
yellow colicroot,5355,
hooker's onion,5356,
allium canadense,5357,
sand leek,5358,
allium schoenoprasum,5359,
round-headed leek,5360,
aloe,5361,
cape aloe,5362,
red-hot poker,5363,
fly poison,5364,
amber lily,5365,
asphodel,5366,
bloomeria crocea,5367,
brodiaea,5368,
elegant brodiaea,5369,
globe lily,5370,
cat's-ear,5371,
calochortus albus,5372,
yellow globe lily,5373,
rose globe lily,5374,
star tulip,5375,
desert mariposa tulip,5376,
yellow mariposa tulip,5377,
calochortus macrocarpus,5378,
sego lily,5379,
common camas,5380,
erythronium albidum,5381,
yellow adder's tongue,5382,
fawn lily,5383,
erythronium grandiflorum,5384,
erythronium montanum,5385,
fritillary,5386,
fritillaria biflora,5387,
stink bell,5388,
crown imperial,5389,
white fritillary,5390,
snake's head fritillary,5391,
adobe lily,5392,
fritillaria recurva,5393,
tulip,5394,
dwarf tulip,5395,
lady tulip,5396,
darwin tulip,5397,
gloriosa,5398,
lemon lily,5399,
wild_hyacinth,5400,
star-of-bethlehem,5401,
ornithogalum umbellatum,5402,
chincherinchee,5403,
grape hyacinth,5404,
spring squill,5405,
false asphodel,5406,
white hellebore,5407,
dwarf-white trillium,5408,
trillium erectum,5409,
red trillium,5410,
convallaria majalis,5411,
yellow clintonia,5412,
queen's cup,5413,
lilyturf,5414,
solomon's-seal,5415,
uvularia grandiflora,5416,
bear grass,5417,
tuberose,5418,
mountain ebony,5419,
chamaecrista fasciculata,5420,
astragalus danicus,5421,
camwood,5422,
centrosema virginianum,5423,
axseed,5424,
french honeysuckle,5425,
lathyrus palustris,5426,
grass pea,5427,
winged pea,5428,
sickle alfalfa,5429,
black medick,5430,
alfalfa,5431,
sainfoin,5432,
shamrock pea,5433,
chaparral pea,5434,
bristly locust,5435,
bird's foot trefoil,5436,
english plantain,5437,
hoary plantain,5438,
fleawort,5439,
commelina,5440,
spiderwort,5441,
pickerelweed,5442,
water hyacinth,5443,
garden roses,5444,
dog rose,5445,
damask rose,5446,
sweetbrier,5447,
cherokee rose,5448,
musk rose,5449,
tea rose,5450,
japanese quince,5451,
dryas octopetala,5452,
fragaria chiloensis,5453,
fragaria virginiana,5454,
bennet,5455,
water avens,5456,
geum triflorum,5457,
herb bennet,5458,
cinquefoil,5459,
silverweed,5460,
salad burnet,5461,
sand blackberry,5462,
rubus odoratus,5463,
cape jasmine,5464,
diervilla lonicera,5465,
leycesteria formosa,5466,
linnaea borealis,5467,
american twinflower,5468,
sambucus ebulus,5469,
feverroot,5470,
wild teasel,5471,
scabious,5472,
pincushion flower,5473,
field scabious,5474,
geranium,5475,
cranesbill,5476,
wild geranium,5477,
meadow cranesbill,5478,
richardson's geranium,5479,
geranium robertianum,5480,
geranium viscosissimum,5481,
dove's foot geranium,5482,
rose geranium,5483,
apple geranium,5484,
storksbill,5485,
erodium cicutarium,5486,
musk clover,5487,
erodium texanum,5488,
oxalis,5489,
common wood sorrel,5490,
bermuda buttercup,5491,
oxalis corniculata,5492,
goatsfoot,5493,
violet wood sorrel,5494,
polygala alba,5495,
polygala lutea,5496,
tropaeolum majus,5497,
canarybird flower,5498,
dwarf buckeye,5499,
japanese snowbell,5500,
pitcher plant,5501,
common pitcher plant,5502,
sarracenia minor,5503,
sarracenia flava,5504,
tropical pitcher plant,5505,
hortensia,5506,
carpenteria,5507,
philadelphus,5508,
meadow saxifrage,5509,
western saxifrage,5510,
saxifraga oppositifolia,5511,
strawberry geranium,5512,
woodland star,5513,
lithophragma parviflorum,5514,
five-point bishop's cap,5515,
bog star,5516,
fringed grass of parnassus,5517,
foamflower,5518,
greek valerian,5519,
northern jacob's ladder,5520,
linanthus dianthiflorus,5521,
thunbergia alata,5522,
borago officinalis,5523,
anchusa,5524,
chinese forget-me-not,5525,
hound's-tongue,5526,
beggar's lice,5527,
gromwell,5528,
lithospermum canescens,5529,
virginia bluebell,5530,
forget-me-not,5531,
convolvulus,5532,
bindweed,5533,
convolvulus arvensis,5534,
scammony,5535,
morning glory (plant genus),5536,
cypress vine,5537,
ipomoea alba,5538,
wild potato vine,5539,
ipomoea coccinea,5540,
man-of-the-earth,5541,
railroad vine,5542,
japanese morning glory,5543,
achimenes,5544,
lipstick plant,5545,
episcia,5546,
gloxinia,5547,
kohleria,5548,
african violet,5549,
cape primrose,5550,
yellow bells,5551,
nemophila menziesii,5552,
nemophila maculata,5553,
california bluebell,5554,
fiesta flower,5555,
yellow giant hyssop,5556,
agastache foeniculum,5557,
mexican hyssop,5558,
pyramid bugle,5559,
ajuga chamaepitys,5560,
wood mint,5561,
blephilia hirsuta,5562,
elsholtzia,5563,
hemp nettle,5564,
pennyroyal,5565,
leonotis leonurus,5566,
mentha aquatica,5567,
monarda,5568,
horsemint,5569,
bee balm,5570,
basil balm,5571,
mustang mint,5572,
jerusalem sage,5573,
self-heal,5574,
scutellaria lateriflora,5575,
butterwort,5576,
kitten-tails,5577,
false foxglove,5578,
shellflower,5579,
purple chinese houses,5580,
collinsia verna,5581,
common foxglove,5582,
yellow foxglove,5583,
gerardia,5584,
davidson's penstemon,5585,
penstemon whippleanus,5586,
field speedwell,5587,
veronica chamaedrys,5588,
water speedwell,5589,
veronica officinalis,5590,
thyme-leaved speedwell,5591,
kangaroo apple,5592,
horse nettle,5593,
bush violet,5594,
angel's trumpet,5595,
red angel's trumpet,5596,
day jessamine,5597,
night jasmine,5598,
datura stramonium,5599,
henbane,5600,
egyptian henbane,5601,
apple of peru,5602,
flowering tobacco,5603,
common tobacco,5604,
petunia,5605,
large white petunia,5606,
violet-flowered petunia,5607,
hybrid petunia,5608,
salpiglossis,5609,
painted tongue,5610,
butterfly flower,5611,
chalice vine,5612,
lantana,5613,
crown of thorns,5614,
spurge nettle,5615,
camellia,5616,
japonica,5617,
wild parsley,5618,
fool's parsley,5619,
water hemlock,5620,
spotted cowbane,5621,
eryngo,5622,
sea holly,5623,
water dropwort,5624,
sanicula arctopoides,5625,
european sanicle,5626,
silky dogwood,5627,
cornus canadensis,5628,
centranthus ruber,5629,
flowering shrub,5630,
lithophyte,5631,
anemopsis californica,5632,
bracken,5633,
asclepias purpurascens,5634,
showy milkweed,5635,
wax plant,5636,
silk vine,5637,
stapelia,5638,
stapelias asterias,5639,
salvia hispanica,5640,
epiphytic cactus,5641,
campanula isophylla,5642,
passiflora caerulea,5643,
clematis cultivar,5644,
